"","X","id","listing_url","host_id","host_url","host_name","host_since","host_location","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_thumbnail_url","host_picture_url","host_neighbourhood","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","street","neighbourhood","neighbourhood_cleansed","neighbourhood_group_cleansed","city","state","zipcode","market","smart_location","country_code","country","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","square_feet","price","weekly_price","monthly_price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_ltm","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","jurisdiction_names","instant_bookable","is_business_travel_ready","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","place"
"6622",12775,41388956,"https://www.airbnb.com/rooms/41388956",325512032,"https://www.airbnb.com/users/show/325512032","Carine","1/8/2020","NL","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/dae46c90-4107-4a72-bd58-3b8f34adb8b5.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/dae46c90-4107-4a72-bd58-3b8f34adb8b5.jpg?aki_policy=profile_x_medium","",0,0,"['phone']","t","f","Gent, Vlaanderen, Belgium",NA,"Binnenstad",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.05523,3.72231,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$100.00 ","","","$150.00 ","$50.00 ",1,"$0.00 ",2,31,2,2,1125,1125,2,1125,"t",28,58,88,268,"3/18/2020",2,2,"2/19/2020","3/9/2020",100,10,10,10,10,10,10,NA,"t","f","strict_14_with_grace_period","f","f",1,1,0,0,2,"Ghent"
"6623",12776,41429865,"https://www.airbnb.com/rooms/41429865",325923934,"https://www.airbnb.com/users/show/325923934","Air","1/9/2020","BE","within a few hours","100%","100%","f","https://a0.muscache.com/im/pictures/user/1a88a53c-ce05-47c9-9c91-c9064ac1b05a.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/1a88a53c-ce05-47c9-9c91-c9064ac1b05a.jpg?aki_policy=profile_x_medium","",0,0,"['phone', 'offline_government_id', 'government_id']","t","f","Gent, Vlaanderen, Belgium",NA,"Stationsbuurt Noord",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.03968,3.71249,"t","Apartment","Private room",2,1,1,1,"Real Bed",NA,"$60.00 ","","","$0.00 ","$10.00 ",2,"$26.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,2,32,255,"3/18/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"f","f","moderate","f","f",1,0,1,0,NA,"Ghent"
"6624",12777,41441053,"https://www.airbnb.com/rooms/41441053",326102655,"https://www.airbnb.com/users/show/326102655","Camille","1/10/2020","BE","within an hour","80%","100%","f","https://a0.muscache.com/im/pictures/user/6fc82b0e-18fc-4c31-a5e1-9c8e2ca74755.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/6fc82b0e-18fc-4c31-a5e1-9c8e2ca74755.jpg?aki_policy=profile_x_medium","",0,0,"['phone', 'offline_government_id', 'government_id']","t","f","Gent, Vlaanderen, Belgium",NA,"Binnenstad",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.04124,3.73043,"t","Apartment","Entire home/apt",3,1,2,2,"Real Bed",NA,"$80.00 ","","","","",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",15,15,35,83,"3/18/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"t","f","flexible","f","f",1,1,0,0,NA,"Ghent"
"6625",12778,41495595,"https://www.airbnb.com/rooms/41495595",325545507,"https://www.airbnb.com/users/show/325545507","Jody","1/8/2020","BE","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/55089b78-b4b9-45c6-933b-3d192836ef07.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/55089b78-b4b9-45c6-933b-3d192836ef07.jpg?aki_policy=profile_x_medium","",1,1,"['phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Gent, Vlaanderen, Belgium",NA,"Sint Denijs Westrem",NA,"Ghent","Vlaanderen","9051","Gent","Gent, Belgium","BE","Belgium",51.02318,3.66579,"t","Bed and breakfast","Private room",2,1,1,2,"Real Bed",NA,"$125.00 ","","","$0.00 ","$0.00 ",1,"$15.00 ",1,1125,1,1,1125,1125,1,1125,"t",30,60,90,180,"3/18/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"t","f","moderate","f","f",6,0,6,0,NA,"Ghent"
"6626",12779,41495835,"https://www.airbnb.com/rooms/41495835",325545507,"https://www.airbnb.com/users/show/325545507","Jody","1/8/2020","BE","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/55089b78-b4b9-45c6-933b-3d192836ef07.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/55089b78-b4b9-45c6-933b-3d192836ef07.jpg?aki_policy=profile_x_medium","",1,1,"['phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Gent, Vlaanderen, Belgium",NA,"Sint Denijs Westrem",NA,"Ghent","Vlaanderen","9051","Gent","Gent, Belgium","BE","Belgium",51.02306,3.66519,"t","Bed and breakfast","Private room",1,1,1,1,"Real Bed",NA,"$45.00 ","","","$0.00 ","$100.00 ",1,"$0.00 ",7,1125,7,7,1125,1125,7,1125,"t",15,45,75,350,"3/18/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"f","f","moderate","f","f",6,0,6,0,NA,"Ghent"
"6627",12780,41495933,"https://www.airbnb.com/rooms/41495933",325545507,"https://www.airbnb.com/users/show/325545507","Jody","1/8/2020","BE","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/55089b78-b4b9-45c6-933b-3d192836ef07.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/55089b78-b4b9-45c6-933b-3d192836ef07.jpg?aki_policy=profile_x_medium","",1,1,"['phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Gent, Vlaanderen, Belgium",NA,"Sint Denijs Westrem",NA,"Ghent","Vlaanderen","9051","Gent","Gent, Belgium","BE","Belgium",51.02316,3.66584,"t","Bed and breakfast","Private room",3,1,1,3,"Real Bed",NA,"$159.00 ","","","$0.00 ","$0.00 ",2,"$15.00 ",1,1125,1,1,1125,1125,1,1125,"t",30,60,90,365,"3/18/2020",1,1,"2/16/2020","2/16/2020",80,10,10,10,10,10,10,NA,"t","f","moderate","f","f",6,0,6,0,0.94,"Ghent"
"6628",12781,41533435,"https://www.airbnb.com/rooms/41533435",139715560,"https://www.airbnb.com/users/show/139715560","Erick","7/10/2017","BE","within an hour","100%","77%","f","https://a0.muscache.com/im/pictures/user/b01aa871-6dd4-40b7-b922-696674b4fec9.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/b01aa871-6dd4-40b7-b922-696674b4fec9.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'reviews']","t","f","Ghent, Flanders, Belgium",NA,"Gentbrugge",NA,"Ghent","Flanders","9050","Gent","Ghent, Belgium","BE","Belgium",51.03935,3.76938,"f","Apartment","Entire home/apt",3,1,0,3,"Real Bed",NA,"$46.00 ","","","$0.00 ","$20.00 ",1,"$35.00 ",1,1125,1,1,1125,1125,1,1125,"t",0,0,0,260,"3/18/2020",3,3,"2/16/2020","3/7/2020",80,8,8,10,10,10,8,NA,"t","f","flexible","f","f",2,1,1,0,2.81,"Ghent"
"6629",12782,41561577,"https://www.airbnb.com/rooms/41561577",163622698,"https://www.airbnb.com/users/show/163622698","Adon","12/21/2017","Ghent, Flanders, Belgium","within an hour","100%","89%","t","https://a0.muscache.com/im/pictures/user/7d83ec98-ea78-4115-aa91-c7ff96e35448.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/7d83ec98-ea78-4115-aa91-c7ff96e35448.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Gent, Vlaanderen, Belgium",NA,"Stationsbuurt Noord",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.03738,3.71379,"f","Apartment","Entire home/apt",3,1,1,1,"Real Bed",NA,"$60.00 ","","","$0.00 ","$17.00 ",1,"$25.00 ",1,4,1,1,4,4,1,4,"t",23,23,23,23,"3/18/2020",5,5,"2/9/2020","3/8/2020",88,9,9,10,10,10,10,NA,"f","f","moderate","f","f",2,1,1,0,3.85,"Ghent"
"6630",12783,41579709,"https://www.airbnb.com/rooms/41579709",327673846,"https://www.airbnb.com/users/show/327673846","Nathalie","1/15/2020","Gent, Vlaanderen, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/8889063e-6b35-4c1b-8a58-435e6295a21d.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/8889063e-6b35-4c1b-8a58-435e6295a21d.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']","t","f","Gent, Vlaanderen, Belgium",NA,"Binnenstad",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.04927,3.72181,"t","Apartment","Entire home/apt",4,2.5,2,2,"Real Bed",NA,"$185.00 ","","","","",2,"$50.00 ",1,1125,1,2,1125,1125,1.2,1125,"t",29,56,85,265,"3/18/2020",2,2,"3/7/2020","3/12/2020",100,10,10,10,10,10,10,NA,"t","f","flexible","f","f",1,1,0,0,2,"Ghent"
"6631",12784,41587529,"https://www.airbnb.com/rooms/41587529",327776206,"https://www.airbnb.com/users/show/327776206","Besho","1/15/2020","BE","within a few hours","60%","57%","f","https://a0.muscache.com/im/pictures/user/3852a30d-7468-4fb4-8525-6d1612defdb1.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/3852a30d-7468-4fb4-8525-6d1612defdb1.jpg?aki_policy=profile_x_medium","",0,0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Gent, Vlaanderen, Belgium",NA,"Nieuw Gent - UZ",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.0199,3.71205,"t","Apartment","Entire home/apt",3,1,0,2,"Real Bed",NA,"$100.00 ","","","","",1,"$0.00 ",1,7,1,1,7,7,1,7,"t",12,26,33,231,"3/18/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"f","f","moderate","f","f",1,1,0,0,NA,"Ghent"
"6632",12785,41626595,"https://www.airbnb.com/rooms/41626595",63264923,"https://www.airbnb.com/users/show/63264923","Hilde","3/16/2016","Ghent, Flanders, Belgium","within a few hours","100%","91%","f","https://a0.muscache.com/im/pictures/user/bf4760e1-4095-4202-9406-d72f2b670aaf.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/bf4760e1-4095-4202-9406-d72f2b670aaf.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'government_id', 'work_email']","t","t","Gent, Vlaanderen, Belgium",NA,"Oud Gentbrugge",NA,"Ghent","Vlaanderen","9050","Gent","Gent, Belgium","BE","Belgium",51.04126,3.7531,"t","Loft","Entire home/apt",7,1,3,3,"Real Bed",NA,"$90.00 ","","","$0.00 ","$50.00 ",2,"$15.00 ",2,1125,2,2,1125,1125,2,1125,"t",27,41,51,224,"3/18/2020",6,6,"2/9/2020","3/8/2020",97,10,10,10,10,10,9,NA,"f","f","moderate","f","f",2,2,0,0,4.62,"Ghent"
"6633",12786,41661269,"https://www.airbnb.com/rooms/41661269",30206560,"https://www.airbnb.com/users/show/30206560","Ewout","3/29/2015","Zwalm, Flanders, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/users/30206560/profile_pic/1427642108/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/30206560/profile_pic/1427642108/original.jpg?aki_policy=profile_x_medium","",0,0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']","t","t","Gent, Vlaanderen, Belgium",NA,"Brugse Poort - Rooigem",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.06569,3.69926,"t","House","Private room",2,1,1,1,"Real Bed",NA,"$30.00 ","","","$0.00 ","$10.00 ",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",27,57,87,102,"3/18/2020",1,1,"3/5/2020","3/5/2020",100,10,10,10,10,10,10,NA,"t","f","strict_14_with_grace_period","f","f",3,0,3,0,1,"Ghent"
"6634",12787,41662058,"https://www.airbnb.com/rooms/41662058",30206560,"https://www.airbnb.com/users/show/30206560","Ewout","3/29/2015","Zwalm, Flanders, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/users/30206560/profile_pic/1427642108/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/30206560/profile_pic/1427642108/original.jpg?aki_policy=profile_x_medium","",0,0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']","t","t","Gent, Vlaanderen, Belgium",NA,"Brugse Poort - Rooigem",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.06529,3.6988,"t","House","Private room",4,1,2,2,"Real Bed",NA,"$60.00 ","","","$0.00 ","$20.00 ",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",18,48,78,93,"3/18/2020",1,1,"3/8/2020","3/8/2020",100,10,8,10,10,10,10,NA,"t","f","strict_14_with_grace_period","f","f",3,0,3,0,1,"Ghent"
"6635",12788,41685845,"https://www.airbnb.com/rooms/41685845",325545507,"https://www.airbnb.com/users/show/325545507","Jody","1/8/2020","BE","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/55089b78-b4b9-45c6-933b-3d192836ef07.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/55089b78-b4b9-45c6-933b-3d192836ef07.jpg?aki_policy=profile_x_medium","",1,1,"['phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Gent, Vlaanderen, Belgium",NA,"Sint Denijs Westrem",NA,"Ghent","Vlaanderen","9051","Gent","Gent, Belgium","BE","Belgium",51.02137,3.66492,"t","Bed and breakfast","Private room",1,1,1,1,"Real Bed",NA,"$45.00 ","","","$0.00 ","$100.00 ",1,"$0.00 ",7,1125,7,7,1125,1125,7,1125,"t",29,59,89,242,"3/18/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"f","f","moderate","f","f",6,0,6,0,NA,"Ghent"
"6636",12789,41783017,"https://www.airbnb.com/rooms/41783017",152817797,"https://www.airbnb.com/users/show/152817797","Maxim","10/1/2017","Ghent, Flanders, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/8a9d19be-9ee6-43a2-a8f8-e89ec009bed1.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/8a9d19be-9ee6-43a2-a8f8-e89ec009bed1.jpg?aki_policy=profile_x_medium","",3,3,"['email', 'phone', 'reviews']","t","f","Ghent, Flanders, Belgium",NA,"Sluizeken - Tolhuis - Ham",NA,"Ghent","Flanders","9000","Gent","Ghent, Belgium","BE","Belgium",51.06707,3.73025,"f","Hostel","Private room",15,6,1,5,"Real Bed",NA,"$375.00 ","","","","",1,"$0.00 ",1,1125,1,1,1125,1125,1,1125,"t",25,41,69,333,"3/18/2020",3,3,"2/7/2020","3/7/2020",67,7,6,7,5,7,7,NA,"t","f","strict_14_with_grace_period","f","f",3,1,1,0,2.2,"Ghent"
"6637",12790,41791152,"https://www.airbnb.com/rooms/41791152",330193770,"https://www.airbnb.com/users/show/330193770","Jeff","1/23/2020","US","within an hour","100%","86%","f","https://a0.muscache.com/im/pictures/user/73bf3831-139d-43af-8ae5-7a9b01cba7cb.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/73bf3831-139d-43af-8ae5-7a9b01cba7cb.jpg?aki_policy=profile_x_medium","",0,0,"['email', 'phone', 'offline_government_id', 'government_id']","t","t","Gent, Vlaanderen, Belgium",NA,"Sint Denijs Westrem",NA,"Ghent","Vlaanderen","9051","Gent","Gent, Belgium","BE","Belgium",51.03685,3.66517,"t","Villa","Entire home/apt",12,2,6,7,"Real Bed",NA,"$150.00 ","","","$250.00 ","$100.00 ",6,"$10.00 ",2,1125,2,3,1125,1125,2.4,1125,"t",0,4,18,63,"3/18/2020",3,3,"1/26/2020","1/30/2020",100,10,10,10,10,10,10,NA,"f","f","strict_14_with_grace_period","f","f",1,1,0,0,1.7,"Ghent"
"6638",12791,41810058,"https://www.airbnb.com/rooms/41810058",325545507,"https://www.airbnb.com/users/show/325545507","Jody","1/8/2020","BE","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/55089b78-b4b9-45c6-933b-3d192836ef07.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/55089b78-b4b9-45c6-933b-3d192836ef07.jpg?aki_policy=profile_x_medium","",1,1,"['phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Gent, Vlaanderen, Belgium",NA,"Sint Denijs Westrem",NA,"Ghent","Vlaanderen","9051","Gent","Gent, Belgium","BE","Belgium",51.02225,3.6655,"t","Bed and breakfast","Private room",2,1,1,1,"Real Bed",NA,"$95.00 ","","","$0.00 ","$0.00 ",1,"$15.00 ",1,1125,1,1,1125,1125,1,1125,"t",30,60,90,365,"3/18/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"t","f","moderate","f","f",6,0,6,0,NA,"Ghent"
"6639",12792,41840641,"https://www.airbnb.com/rooms/41840641",330716463,"https://www.airbnb.com/users/show/330716463","Alain","1/25/2020","Ghent, Flanders, Belgium","within a few hours","67%","0%","f","https://a0.muscache.com/im/pictures/user/814da231-c6ef-4aad-ad56-86bc25d5618e.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/814da231-c6ef-4aad-ad56-86bc25d5618e.jpg?aki_policy=profile_x_medium","",0,0,"['email', 'phone']","t","f","Gent, Vlaanderen, Belgium",NA,"Elisabethbegijnhof - Papegaai",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.05475,3.71459,"t","Loft","Entire home/apt",2,1,1,1,"Real Bed",NA,"$111.00 ","","","$0.00 ","$85.00 ",1,"$30.00 ",1,1125,1,1,1125,1125,1,1125,"t",24,24,24,24,"3/18/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"f","f","moderate","f","f",1,1,0,0,NA,"Ghent"
"6640",12793,41851198,"https://www.airbnb.com/rooms/41851198",58086147,"https://www.airbnb.com/users/show/58086147","Kurt","2/9/2016","Ghent, Flanders, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/8758760c-6f7b-4e07-8fca-9e4abe0d1b1d.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/8758760c-6f7b-4e07-8fca-9e4abe0d1b1d.jpg?aki_policy=profile_x_medium","",0,0,"['email', 'phone', 'reviews', 'jumio', 'government_id']","t","t","Gent, Vlaanderen, Belgium",NA,"Sluizeken - Tolhuis - Ham",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.06248,3.72621,"t","Townhouse","Entire home/apt",2,1.5,1,1,"Real Bed",NA,"$70.00 ","","","","",1,"$0.00 ",2,5,2,2,1125,1125,2,1125,"t",12,21,34,34,"3/18/2020",5,5,"2/2/2020","2/29/2020",100,10,10,10,10,10,10,NA,"t","f","strict_14_with_grace_period","f","f",1,1,0,0,3.26,"Ghent"
"6641",12794,41859450,"https://www.airbnb.com/rooms/41859450",123920724,"https://www.airbnb.com/users/show/123920724","Bernard","4/2/2017","Ghent, Flanders, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/6198f55e-f85c-4a4a-8365-0cf330a3bf2c.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/6198f55e-f85c-4a4a-8365-0cf330a3bf2c.jpg?aki_policy=profile_x_medium","",0,0,"['email', 'phone', 'facebook', 'offline_government_id', 'government_id', 'work_email']","t","f","Gent, Vlaanderen, Belgium",NA,"Binnenstad",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.05733,3.7299,"t","Apartment","Entire home/apt",4,1.5,1,1,"Real Bed",NA,"$110.00 ","","","$0.00 ","$0.00 ",2,"$15.00 ",2,60,2,2,1125,1125,2,1125,"t",27,53,78,151,"3/18/2020",3,3,"2/8/2020","2/27/2020",93,10,10,10,10,10,9,NA,"t","f","moderate","f","f",1,1,0,0,2.25,"Ghent"
"6642",12795,41893950,"https://www.airbnb.com/rooms/41893950",331279977,"https://www.airbnb.com/users/show/331279977","Quinten","1/28/2020","Ghent, Flanders, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/f753fadb-7211-4822-9547-b8bfb266be28.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/f753fadb-7211-4822-9547-b8bfb266be28.jpg?aki_policy=profile_x_medium","",0,0,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']","t","f","Gent, Vlaanderen, Belgium",NA,"Wondelgem",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.07234,3.7272,"t","Houseboat","Entire home/apt",2,1,1,1,"Real Bed",NA,"$40.00 ","","","$0.00 ","$10.00 ",1,"$20.00 ",1,1125,1,1,1125,1125,1,1125,"t",13,17,46,181,"3/18/2020",13,13,"2/9/2020","3/16/2020",98,10,10,10,10,10,10,NA,"t","f","moderate","f","f",1,1,0,0,10,"Ghent"
"6643",12796,41900526,"https://www.airbnb.com/rooms/41900526",331332549,"https://www.airbnb.com/users/show/331332549","Claire","1/28/2020","BE","within a few hours","100%","100%","f","https://a0.muscache.com/im/pictures/user/48770b40-4f8f-4a07-ac34-9d31277de8af.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/48770b40-4f8f-4a07-ac34-9d31277de8af.jpg?aki_policy=profile_x_medium","",0,0,"['email', 'phone']","t","f","Gent, Vlaanderen, Belgium",NA,"Sint Denijs Westrem",NA,"Ghent","Vlaanderen","9051","Gent","Gent, Belgium","BE","Belgium",51.01975,3.66342,"t","House","Entire home/apt",6,1.5,3,4,"Real Bed",NA,"$80.00 ","","","$0.00 ","$60.00 ",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,0,1,1,"3/18/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"t","f","strict_14_with_grace_period","f","f",1,1,0,0,NA,"Ghent"
"6644",12797,41902981,"https://www.airbnb.com/rooms/41902981",331347936,"https://www.airbnb.com/users/show/331347936","Eline","1/28/2020","BE","within a day","62%","70%","f","https://a0.muscache.com/im/pictures/user/270deb26-2f53-450b-85a6-1a9289469334.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/270deb26-2f53-450b-85a6-1a9289469334.jpg?aki_policy=profile_x_medium","",0,0,"['email', 'phone']","t","f","Gent, Vlaanderen, Belgium",NA,"Dampoort",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.05767,3.74363,"t","Apartment","Private room",16,7,7,29,"Real Bed",NA,"$140.00 ","","","","$20.00 ",1,"$0.00 ",1,100,1,1,100,100,1,100,"t",23,46,75,75,"3/18/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"f","f","moderate","f","f",8,7,1,0,NA,"Ghent"
"6645",12798,41921149,"https://www.airbnb.com/rooms/41921149",193583328,"https://www.airbnb.com/users/show/193583328","Elien","6/5/2018","NL","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/0bb0e764-dc2f-43ad-9aa0-7b44d221350d.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/0bb0e764-dc2f-43ad-9aa0-7b44d221350d.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'work_email']","t","f","Gent, Vlaanderen, Belgium",NA,"Stationsbuurt Noord",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.0383,3.72972,"t","Houseboat","Entire home/apt",8,2,3,6,"Real Bed",NA,"$300.00 ","","","$0.00 ","$100.00 ",1,"$0.00 ",2,1125,2,3,3,1125,2.3,835.4,"t",23,40,59,137,"3/18/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"t","f","strict_14_with_grace_period","f","f",1,1,0,0,NA,"Ghent"
"6646",12799,41927500,"https://www.airbnb.com/rooms/41927500",8334528,"https://www.airbnb.com/users/show/8334528","Peter","8/22/2013","Gent, Flanders, Belgium","within an hour","100%","78%","f","https://a0.muscache.com/im/users/8334528/profile_pic/1377219566/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/8334528/profile_pic/1377219566/original.jpg?aki_policy=profile_x_medium","",0,0,"['email', 'phone', 'reviews', 'jumio', 'government_id']","t","f","Gent, Vlaanderen, Belgium",NA,"Elisabethbegijnhof - Papegaai",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.0555,3.71887,"t","Apartment","Entire home/apt",4,1.5,2,3,"Real Bed",NA,"$160.00 ","","","$0.00 ","$0.00 ",2,"$20.00 ",2,30,1,2,30,30,1.4,30,"t",24,42,64,126,"3/18/2020",3,3,"2/23/2020","3/11/2020",100,10,10,10,10,9,9,NA,"f","f","moderate","f","f",1,1,0,0,3,"Ghent"
"6647",12800,41931884,"https://www.airbnb.com/rooms/41931884",325545507,"https://www.airbnb.com/users/show/325545507","Jody","1/8/2020","BE","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/55089b78-b4b9-45c6-933b-3d192836ef07.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/55089b78-b4b9-45c6-933b-3d192836ef07.jpg?aki_policy=profile_x_medium","",1,1,"['phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Gent, Vlaanderen, Belgium",NA,"Sint Denijs Westrem",NA,"Ghent","Vlaanderen","9051","Gent","Gent, Belgium","BE","Belgium",51.02298,3.66583,"t","Apartment","Private room",3,1.5,1,2,"Real Bed",NA,"$75.00 ","","","$0.00 ","$150.00 ",1,"$25.00 ",7,1125,7,7,1125,1125,7,1125,"t",16,46,76,351,"3/18/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"f","f","moderate","f","f",6,0,6,0,NA,"Ghent"
