"","X","id","listing_url","host_id","host_url","host_name","host_since","host_location","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_thumbnail_url","host_picture_url","host_neighbourhood","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","street","neighbourhood","neighbourhood_cleansed","neighbourhood_group_cleansed","city","state","zipcode","market","smart_location","country_code","country","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","square_feet","price","weekly_price","monthly_price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_ltm","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","jurisdiction_names","instant_bookable","is_business_travel_ready","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","place"
"1800",1810,36220043,"https://www.airbnb.com/rooms/36220043",208300147,"https://www.airbnb.com/users/show/208300147","Gert & Sjack","8/8/2018","Antwerp, Flanders, Belgium","within an hour","100%","100%","t","https://a0.muscache.com/im/pictures/user/da865bba-0afe-431f-9c0a-a03033637e08.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/da865bba-0afe-431f-9c0a-a03033637e08.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'offline_government_id', 'government_id']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Amandus - Atheneum",NA,"Antwerpen","Vlaanderen","2060","Antwerp","Antwerpen, Belgium","BE","Belgium",51.22038,4.4228,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$52.00 ","","","$0.00 ","$17.00 ",1,"$0.00 ",1,7,1,3,1125,1125,1.8,1125,"t",30,47,57,121,"3/21/2020",97,97,"7/6/2019","3/20/2020",100,10,10,10,10,10,10,NA,"t","f","moderate","f","f",1,1,0,0,11.19,"Antwerp"
"1801",1811,36225910,"https://www.airbnb.com/rooms/36225910",13315428,"https://www.airbnb.com/users/show/13315428","Charlotte","3/19/2014","Antwerp, Flanders, Belgium","within an hour","100%","50%","f","https://a0.muscache.com/im/users/13315428/profile_pic/1395581360/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/13315428/profile_pic/1395581360/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Zuid",NA,"Antwerpen","Vlaanderen","2000","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20565,4.38877,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$85.00 ","","","$150.00 ","$35.00 ",1,"$0.00 ",4,13,4,4,13,13,4,13,"t",0,0,0,0,"3/21/2020",1,1,"7/31/2019","7/31/2019",100,10,10,10,10,10,10,NA,"f","f","moderate","f","f",1,1,0,0,0.13,"Antwerp"
"1802",1812,36253626,"https://www.airbnb.com/rooms/36253626",264440567,"https://www.airbnb.com/users/show/264440567","Henry","5/27/2019","BE","within a day","57%","100%","f","https://a0.muscache.com/im/pictures/user/1c479bca-8594-40ca-8cf5-f51ea7f8f00f.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/1c479bca-8594-40ca-8cf5-f51ea7f8f00f.jpg?aki_policy=profile_x_medium","",7,7,"['email', 'phone']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Kiel",NA,"Antwerpen","Vlaanderen","2020","Antwerp","Antwerpen, Belgium","BE","Belgium",51.18987,4.3747,"t","Apartment","Entire home/apt",6,2,3,6,"Real Bed",NA,"$120.00 ","","","$0.00 ","$0.00 ",1,"$24.00 ",14,1125,14,14,1125,1125,14,1125,"t",29,59,89,364,"3/21/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"f","f","moderate","f","f",8,8,0,0,NA,"Antwerp"
"1803",1813,36267001,"https://www.airbnb.com/rooms/36267001",7501054,"https://www.airbnb.com/users/show/7501054","Niomi","7/15/2013","Antwerpen, Flemish Region, Belgium","N/A","N/A","77%","f","https://a0.muscache.com/im/users/7501054/profile_pic/1373911969/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/7501054/profile_pic/1373911969/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Amandus - Atheneum",NA,"Antwerpen","Vlaanderen","2060","Antwerp","Antwerpen, Belgium","BE","Belgium",51.22137,4.42156,"t","Loft","Entire home/apt",2,1.5,0,4,"Real Bed",NA,"$41.00 ","","","$0.00 ","$20.00 ",1,"$0.00 ",3,62,3,3,62,62,3,62,"t",0,0,0,0,"3/21/2020",7,7,"8/17/2019","11/27/2019",100,10,10,10,10,10,10,NA,"f","f","moderate","f","f",1,1,0,0,0.96,"Antwerp"
"1804",1814,36273950,"https://www.airbnb.com/rooms/36273950",243058805,"https://www.airbnb.com/users/show/243058805","Guillaume","2/14/2019","Antwerp, Flanders, Belgium","N/A","N/A","0%","f","https://a0.muscache.com/im/pictures/user/5ee4662b-84ca-4ed6-9df4-3a878537f9a7.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/5ee4662b-84ca-4ed6-9df4-3a878537f9a7.jpg?aki_policy=profile_x_medium","",4,4,"['email', 'phone', 'offline_government_id', 'government_id']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Zuid",NA,"Antwerpen","Vlaanderen","2000","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20834,4.39815,"t","House","Entire home/apt",8,3,2,8,"Real Bed",NA,"$500.00 ","","","$0.00 ","$0.00 ",1,"$0.00 ",1,14,1,1,14,14,1,14,"t",0,0,0,0,"3/21/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"t","f","flexible","f","f",1,1,0,0,NA,"Antwerp"
"1805",1815,36278065,"https://www.airbnb.com/rooms/36278065",232962937,"https://www.airbnb.com/users/show/232962937","Julie","12/28/2018","Antwerp, Flanders, Belgium","within a day","80%","83%","f","https://a0.muscache.com/im/pictures/user/55abc004-cf20-4e49-8016-d0f8e9298ab8.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/55abc004-cf20-4e49-8016-d0f8e9298ab8.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Wilrijk Centrum",NA,"Antwerpen","Vlaanderen","2610","Antwerp","Antwerpen, Belgium","BE","Belgium",51.16351,4.38655,"t","House","Private room",4,1,2,2,"Real Bed",NA,"$100.00 ","","","","",1,"$0.00 ",1,1125,1,1,1125,1125,1,1125,"t",0,0,0,0,"3/21/2020",2,2,"8/25/2019","9/22/2019",90,10,9,10,10,10,9,NA,"f","f","strict_14_with_grace_period","f","f",2,0,2,0,0.29,"Antwerp"
"1806",1816,36296863,"https://www.airbnb.com/rooms/36296863",268729314,"https://www.airbnb.com/users/show/268729314","Thomas","6/15/2019","BE","within an hour","100%","100%","t","https://a0.muscache.com/im/pictures/user/d7492a07-50ba-4303-9093-3cee8b4cd29f.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/d7492a07-50ba-4303-9093-3cee8b4cd29f.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Universiteitsbuurt",NA,"Antwerpen","Vlaanderen","2000","Antwerp","Antwerpen, Belgium","BE","Belgium",51.22419,4.40606,"t","Apartment","Entire home/apt",2,1.5,1,1,"Real Bed",NA,"$117.00 ","","","","",1,"$0.00 ",2,1125,1,2,1125,1125,1.9,1125,"t",29,59,89,364,"3/21/2020",24,24,"8/22/2019","3/14/2020",99,10,10,10,10,10,10,NA,"t","f","strict_14_with_grace_period","f","f",1,1,0,0,3.38,"Antwerp"
"1807",1817,36299225,"https://www.airbnb.com/rooms/36299225",271296783,"https://www.airbnb.com/users/show/271296783","Angelica","6/25/2019","Zemst, Flanders, Belgium","within an hour","100%","100%","t","https://a0.muscache.com/im/pictures/user/43319169-55ec-455c-b26b-828bb3c41f07.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/43319169-55ec-455c-b26b-828bb3c41f07.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Historisch Centrum",NA,"Antwerpen","Vlaanderen","2000","Antwerp","Antwerpen, Belgium","BE","Belgium",51.22012,4.40403,"t","House","Entire home/apt",2,1,1,1,"Real Bed",NA,"$55.00 ","","","$0.00 ","$65.00 ",1,"$0.00 ",1,1125,1,1,1125,1125,1,1125,"t",30,60,90,362,"3/21/2020",8,8,"7/28/2019","3/12/2020",100,10,10,10,9,10,10,NA,"t","f","flexible","f","f",1,1,0,0,1.01,"Antwerp"
"1808",1818,36303786,"https://www.airbnb.com/rooms/36303786",270964935,"https://www.airbnb.com/users/show/270964935","Liselore","6/24/2019","BE","within an hour","80%","99%","t","https://a0.muscache.com/im/pictures/user/6256a155-bd3a-4b68-a8a1-c8ae188fa996.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/6256a155-bd3a-4b68-a8a1-c8ae188fa996.jpg?aki_policy=profile_x_medium","",10,10,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Antwerpen, Belgium",NA,"Theaterbuurt-Meir",NA,"Antwerpen","","2000","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21462,4.40324,"t","Apartment","Entire home/apt",4,1.5,1,3,"Real Bed",NA,"$85.00 ","","","$0.00 ","$21.00 ",1,"$0.00 ",2,365,2,2,365,365,2,365,"t",28,54,83,176,"3/21/2020",10,10,"8/25/2019","2/12/2020",98,10,10,10,10,10,10,NA,"f","f","moderate","f","f",11,11,0,0,1.43,"Antwerp"
"1809",1819,36309287,"https://www.airbnb.com/rooms/36309287",273021773,"https://www.airbnb.com/users/show/273021773","Patrick","7/2/2019","Wavre, Wallonia, Belgium","within a day","100%","85%","f","https://a0.muscache.com/im/pictures/user/aaa53adb-1474-4f41-94b3-2b42aae99cf2.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/aaa53adb-1474-4f41-94b3-2b42aae99cf2.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'offline_government_id', 'government_id']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Theaterbuurt-Meir",NA,"Antwerpen","Vlaanderen","2000","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21268,4.40756,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",NA,"$47.00 ","","","$0.00 ","$29.00 ",2,"$20.00 ",2,40,2,2,40,40,2,40,"t",27,49,79,158,"3/21/2020",21,21,"7/14/2019","3/9/2020",90,10,10,10,9,10,9,NA,"f","f","strict_14_with_grace_period","f","f",1,1,0,0,2.5,"Antwerp"
"1810",1820,36338164,"https://www.airbnb.com/rooms/36338164",71605858,"https://www.airbnb.com/users/show/71605858","Olivier","5/12/2016","Nijlen, Flanders, Belgium","N/A","N/A","100%","f","https://a0.muscache.com/im/pictures/user/93a84cb2-aa83-4280-b856-ffd163dfbb98.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/93a84cb2-aa83-4280-b856-ffd163dfbb98.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Universiteitsbuurt",NA,"Antwerpen","Vlaanderen","2000","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21955,4.41075,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",NA,"$65.00 ","","","$0.00 ","$10.00 ",1,"$15.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,0,0,0,"3/21/2020",1,1,"7/21/2019","7/21/2019",80,6,10,10,10,10,8,NA,"t","f","flexible","f","f",1,1,0,0,0.12,"Antwerp"
"1811",1821,36350823,"https://www.airbnb.com/rooms/36350823",46690724,"https://www.airbnb.com/users/show/46690724","Winggo","10/16/2015","Antwerp, Flanders, Belgium","within a day","100%","64%","f","https://a0.muscache.com/im/pictures/user/ef250ece-4963-445f-8588-3108c126721f.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/ef250ece-4963-445f-8588-3108c126721f.jpg?aki_policy=profile_x_medium","",0,0,"['email', 'phone', 'jumio', 'selfie', 'government_id', 'identity_manual']","t","f","Antwerp, Flanders, Belgium",NA,"Amandus - Atheneum",NA,"Antwerpen","Flanders","2060","Antwerp","Antwerp, Belgium","BE","Belgium",51.22166,4.42243,"f","Apartment","Entire home/apt",5,1.5,1,2,"Real Bed",NA,"$97.00 ","","","$500.00 ","$35.00 ",2,"$25.00 ",2,1125,2,2,1125,1125,2,1125,"t",29,59,89,364,"3/21/2020",5,5,"10/3/2019","3/16/2020",96,10,10,10,10,9,10,NA,"f","f","strict_14_with_grace_period","f","f",1,1,0,0,0.88,"Antwerp"
"1812",1822,36355231,"https://www.airbnb.com/rooms/36355231",273393688,"https://www.airbnb.com/users/show/273393688","Oruc","7/3/2019","Belgium","within an hour","100%","50%","f","https://a0.muscache.com/im/pictures/user/a7e50807-b291-49b7-8fc7-1af4b82635a9.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/a7e50807-b291-49b7-8fc7-1af4b82635a9.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Borgerhout Intra Muros Noord",NA,"Antwerpen","Vlaanderen","2140","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21696,4.43715,"f","Apartment","Private room",1,1,1,2,"Real Bed",NA,"$25.00 ","","","","",1,"$0.00 ",1,1125,1,1,1125,1125,1,1125,"t",29,59,89,179,"3/21/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"f","f","moderate","f","f",1,0,1,0,NA,"Antwerp"
"1813",1823,36385093,"https://www.airbnb.com/rooms/36385093",3944687,"https://www.airbnb.com/users/show/3944687","Jan","10/22/2012","Zoersel, Vlaams Gewest, Belgium","within an hour","100%","97%","t","https://a0.muscache.com/im/users/3944687/profile_pic/1351182364/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/3944687/profile_pic/1351182364/original.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'reviews', 'jumio', 'government_id']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Sint-Andries",NA,"Antwerpen","Vlaanderen","2000","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21434,4.39571,"t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",NA,"$59.00 ","","","$500.00 ","$60.00 ",2,"$15.00 ",2,1125,2,2,1125,1125,2,1125,"t",10,10,10,10,"3/21/2020",11,11,"7/24/2019","12/30/2019",95,10,9,10,10,10,10,NA,"f","f","strict_14_with_grace_period","f","f",3,3,0,0,1.36,"Antwerp"
"1814",1824,36422080,"https://www.airbnb.com/rooms/36422080",15780894,"https://www.airbnb.com/users/show/15780894","Simon","5/20/2014","Knokke-Heist, Flanders, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/75dc05dd-4543-4925-93bf-65ddeea61936.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/75dc05dd-4543-4925-93bf-65ddeea61936.jpg?aki_policy=profile_x_medium","",11,11,"['email', 'phone', 'reviews']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Historisch Centrum",NA,"Antwerpen","Vlaanderen","2000","Antwerp","Antwerpen, Belgium","BE","Belgium",51.22314,4.40468,"t","Boutique hotel","Private room",2,1,1,2,"Real Bed",NA,"$39.00 ","","","","$9.00 ",1,"$0.00 ",1,1125,1,1,1125,1125,1,1125,"t",11,11,11,11,"3/21/2020",75,75,"7/26/2019","3/7/2020",91,10,9,10,10,10,9,NA,"t","f","flexible","f","f",11,1,10,0,9.38,"Antwerp"
"1815",1825,36424110,"https://www.airbnb.com/rooms/36424110",4140161,"https://www.airbnb.com/users/show/4140161","Executive","11/13/2012","Jersey City, New Jersey, United States","within an hour","98%","98%","f","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_x_medium","Little Havana",360,360,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Stadspark",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20733,4.41114,"t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",NA,"$999.00 ","","","$250.00 ","$60.00 ",1,"$0.00 ",7,1125,2,4,1125,1125,2.8,1125,"t",21,51,81,353,"3/21/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"t","f","strict_14_with_grace_period","f","f",52,52,0,0,NA,"Antwerp"
"1816",1826,36424667,"https://www.airbnb.com/rooms/36424667",4140161,"https://www.airbnb.com/users/show/4140161","Executive","11/13/2012","Jersey City, New Jersey, United States","within an hour","98%","98%","f","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_x_medium","Little Havana",360,360,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Stadspark",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20795,4.41024,"f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",NA,"$999.00 ","","","$250.00 ","$60.00 ",1,"$0.00 ",7,1125,2,4,1125,1125,2.8,1125,"t",21,51,81,353,"3/21/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"t","f","strict_14_with_grace_period","f","f",52,52,0,0,NA,"Antwerp"
"1817",1827,36426722,"https://www.airbnb.com/rooms/36426722",4140161,"https://www.airbnb.com/users/show/4140161","Executive","11/13/2012","Jersey City, New Jersey, United States","within an hour","98%","98%","f","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_x_medium","Little Havana",360,360,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Stadspark",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20817,4.41155,"f","Apartment","Entire home/apt",6,1,2,3,"Real Bed",NA,"$999.00 ","","","$250.00 ","$60.00 ",1,"$0.00 ",7,1125,2,4,1125,1125,2.9,1125,"t",24,47,77,347,"3/21/2020",2,2,"9/14/2019","3/9/2020",80,8,8,8,8,8,8,NA,"t","f","strict_14_with_grace_period","f","f",52,52,0,0,0.32,"Antwerp"
"1818",1828,36427113,"https://www.airbnb.com/rooms/36427113",4140161,"https://www.airbnb.com/users/show/4140161","Executive","11/13/2012","Jersey City, New Jersey, United States","within an hour","98%","98%","f","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_x_medium","Little Havana",360,360,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Stadspark",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20869,4.41225,"f","Apartment","Entire home/apt",6,1,2,3,"Real Bed",NA,"$999.00 ","","","$250.00 ","$60.00 ",1,"$0.00 ",7,1125,2,4,1125,1125,2.9,1125,"t",24,47,77,347,"3/21/2020",4,4,"9/10/2019","2/28/2020",85,10,10,10,10,9,9,NA,"t","f","strict_14_with_grace_period","f","f",52,52,0,0,0.62,"Antwerp"
"1819",1829,36427352,"https://www.airbnb.com/rooms/36427352",4140161,"https://www.airbnb.com/users/show/4140161","Executive","11/13/2012","Jersey City, New Jersey, United States","within an hour","98%","98%","f","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_x_medium","Little Havana",360,360,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Stadspark",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.2066,4.41213,"f","Apartment","Entire home/apt",8,2,3,4,"Real Bed",NA,"$999.00 ","","","$250.00 ","$60.00 ",1,"$0.00 ",7,1125,2,5,1125,1125,3.2,1125,"t",30,60,86,351,"3/21/2020",8,8,"9/29/2019","3/3/2020",90,9,9,10,8,9,9,NA,"t","f","strict_14_with_grace_period","f","f",52,52,0,0,1.37,"Antwerp"
"1820",1830,36427745,"https://www.airbnb.com/rooms/36427745",4140161,"https://www.airbnb.com/users/show/4140161","Executive","11/13/2012","Jersey City, New Jersey, United States","within an hour","98%","98%","f","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_x_medium","Little Havana",360,360,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Stadspark",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20747,4.41036,"f","Apartment","Entire home/apt",8,2,3,4,"Real Bed",NA,"$999.00 ","","","$250.00 ","$60.00 ",1,"$0.00 ",7,1125,2,5,1125,1125,3.2,1125,"t",30,60,90,362,"3/21/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"t","f","strict_14_with_grace_period","f","f",52,52,0,0,NA,"Antwerp"
"1821",1831,36433061,"https://www.airbnb.com/rooms/36433061",189196082,"https://www.airbnb.com/users/show/189196082","Bart","5/12/2018","Antwerpen, Vlaanderen, Belgium","within a few hours","89%","66%","f","https://a0.muscache.com/im/pictures/user/33b8171e-0fe4-4eb7-a9cd-4be36ea1da48.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/33b8171e-0fe4-4eb7-a9cd-4be36ea1da48.jpg?aki_policy=profile_x_medium","",3,3,"['email', 'phone', 'offline_government_id', 'government_id']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Amandus - Atheneum",NA,"Antwerpen","Vlaanderen","2060","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21822,4.43042,"f","House","Private room",2,0.5,1,1,"Real Bed",NA,"$35.00 ","","","$0.00 ","$15.00 ",1,"$0.00 ",2,30,2,2,30,30,2,30,"t",8,8,27,27,"3/21/2020",11,11,"7/14/2019","2/10/2020",98,10,10,10,10,10,10,NA,"f","f","strict_14_with_grace_period","f","f",9,1,8,0,1.31,"Antwerp"
"1822",1832,36447985,"https://www.airbnb.com/rooms/36447985",4140161,"https://www.airbnb.com/users/show/4140161","Executive","11/13/2012","Jersey City, New Jersey, United States","within an hour","98%","98%","f","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_x_medium","Little Havana",360,360,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Stadspark",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20656,4.41184,"f","Apartment","Entire home/apt",8,2,3,4,"Real Bed",NA,"$999.00 ","","","$250.00 ","$60.00 ",1,"$0.00 ",7,1125,2,5,1125,1125,3.2,1125,"t",30,54,84,354,"3/21/2020",8,8,"8/25/2019","2/24/2020",94,9,10,9,10,9,10,NA,"t","f","strict_14_with_grace_period","f","f",52,52,0,0,1.14,"Antwerp"
"1823",1833,36448354,"https://www.airbnb.com/rooms/36448354",4140161,"https://www.airbnb.com/users/show/4140161","Executive","11/13/2012","Jersey City, New Jersey, United States","within an hour","98%","98%","f","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_x_medium","Little Havana",360,360,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Stadspark",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20732,4.41047,"f","Apartment","Entire home/apt",8,2,3,4,"Real Bed",NA,"$999.00 ","","","$250.00 ","$60.00 ",1,"$0.00 ",7,1125,2,5,1125,1125,3.2,1125,"t",30,60,90,362,"3/21/2020",1,1,"8/18/2019","8/18/2019",80,8,8,10,10,10,8,NA,"t","f","strict_14_with_grace_period","f","f",52,52,0,0,0.14,"Antwerp"
"1824",1834,36463785,"https://www.airbnb.com/rooms/36463785",274159140,"https://www.airbnb.com/users/show/274159140","Linda","7/7/2019","BE","within an hour","100%","98%","t","https://a0.muscache.com/im/pictures/user/b451af9a-ea0d-4ee3-9cce-a18f36cf0109.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/b451af9a-ea0d-4ee3-9cce-a18f36cf0109.jpg?aki_policy=profile_x_medium","",2,2,"['phone']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Centraal Station",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21248,4.41686,"t","Townhouse","Private room",2,1,1,1,"Real Bed",NA,"$60.00 ","","","","",1,"$0.00 ",1,1125,1,1,1125,1125,1,1125,"t",0,0,18,107,"3/21/2020",7,7,"7/21/2019","12/8/2019",97,10,10,10,10,10,10,NA,"t","f","moderate","f","f",2,0,2,0,0.86,"Antwerp"
